timestamp,level,data source
2022-12-29T13:17:00Z,SEDENTARY,Fitbit App
2022-12-29T13:18:00Z,SEDENTARY,Fitbit App
2022-12-29T13:19:00Z,SEDENTARY,Fitbit App
2022-12-29T13:20:00Z,SEDENTARY,Fitbit App
2022-12-29T13:21:00Z,SEDENTARY,Fitbit App
2022-12-29T13:22:00Z,SEDENTARY,Fitbit App
2022-12-29T13:23:00Z,SEDENTARY,Fitbit App
2022-12-29T13:24:00Z,SEDENTARY,Fitbit App
2022-12-29T13:25:00Z,SEDENTARY,Fitbit App
2022-12-29T13:26:00Z,SEDENTARY,Fitbit App
2022-12-29T13:27:00Z,SEDENTARY,Fitbit App
2022-12-29T13:28:00Z,SEDENTARY,Fitbit App
2022-12-29T13:29:00Z,SEDENTARY,Fitbit App
2022-12-29T13:30:00Z,SEDENTARY,Fitbit App
2022-12-29T13:31:00Z,SEDENTARY,Fitbit App
2022-12-29T13:32:00Z,SEDENTARY,Fitbit App
2022-12-29T13:33:00Z,SEDENTARY,Fitbit App
2022-12-29T13:34:00Z,SEDENTARY,Fitbit App
2022-12-29T13:35:00Z,SEDENTARY,Fitbit App
2022-12-29T13:36:00Z,SEDENTARY,Fitbit App
2022-12-29T13:37:00Z,SEDENTARY,Fitbit App
2022-12-29T13:38:00Z,SEDENTARY,Fitbit App
2022-12-29T13:39:00Z,SEDENTARY,Fitbit App
2022-12-29T13:40:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T13:41:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T13:42:00Z,SEDENTARY,Fitbit App
2022-12-29T13:43:00Z,SEDENTARY,Fitbit App
2022-12-29T13:44:00Z,SEDENTARY,Fitbit App
2022-12-29T13:45:00Z,SEDENTARY,Fitbit App
2022-12-29T13:46:00Z,SEDENTARY,Fitbit App
2022-12-29T13:47:00Z,SEDENTARY,Fitbit App
2022-12-29T13:48:00Z,SEDENTARY,Fitbit App
2022-12-29T13:49:00Z,SEDENTARY,Fitbit App
2022-12-29T13:50:00Z,SEDENTARY,Fitbit App
2022-12-29T13:51:00Z,SEDENTARY,Fitbit App
2022-12-29T13:52:00Z,SEDENTARY,Fitbit App
2022-12-29T13:53:00Z,SEDENTARY,Fitbit App
2022-12-29T13:54:00Z,SEDENTARY,Fitbit App
2022-12-29T13:55:00Z,SEDENTARY,Fitbit App
2022-12-29T13:56:00Z,SEDENTARY,Fitbit App
2022-12-29T13:57:00Z,SEDENTARY,Fitbit App
2022-12-29T13:58:00Z,SEDENTARY,Fitbit App
2022-12-29T13:59:00Z,SEDENTARY,Fitbit App
2022-12-29T14:00:00Z,SEDENTARY,Fitbit App
2022-12-29T14:01:00Z,SEDENTARY,Fitbit App
2022-12-29T14:02:00Z,SEDENTARY,Fitbit App
2022-12-29T14:03:00Z,SEDENTARY,Fitbit App
2022-12-29T14:04:00Z,SEDENTARY,Fitbit App
2022-12-29T14:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:12:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:13:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:14:00Z,SEDENTARY,Fitbit App
2022-12-29T14:15:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:16:00Z,SEDENTARY,Fitbit App
2022-12-29T14:18:00Z,SEDENTARY,Fitbit App
2022-12-29T14:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:21:00Z,SEDENTARY,Fitbit App
2022-12-29T14:22:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:23:00Z,SEDENTARY,Fitbit App
2022-12-29T14:24:00Z,SEDENTARY,Fitbit App
2022-12-29T14:25:00Z,SEDENTARY,Fitbit App
2022-12-29T14:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:28:00Z,SEDENTARY,Fitbit App
2022-12-29T14:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:31:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T14:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:34:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:35:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:36:00Z,SEDENTARY,Fitbit App
2022-12-29T14:37:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:38:00Z,SEDENTARY,Fitbit App
2022-12-29T14:39:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:40:00Z,SEDENTARY,Fitbit App
2022-12-29T14:41:00Z,SEDENTARY,Fitbit App
2022-12-29T14:42:00Z,SEDENTARY,Fitbit App
2022-12-29T14:43:00Z,SEDENTARY,Fitbit App
2022-12-29T14:44:00Z,SEDENTARY,Fitbit App
2022-12-29T14:45:00Z,SEDENTARY,Fitbit App
2022-12-29T14:46:00Z,SEDENTARY,Fitbit App
2022-12-29T14:47:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:48:00Z,SEDENTARY,Fitbit App
2022-12-29T14:49:00Z,SEDENTARY,Fitbit App
2022-12-29T14:50:00Z,SEDENTARY,Fitbit App
2022-12-29T14:51:00Z,SEDENTARY,Fitbit App
2022-12-29T14:52:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:53:00Z,SEDENTARY,Fitbit App
2022-12-29T14:54:00Z,SEDENTARY,Fitbit App
2022-12-29T14:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:56:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:57:00Z,SEDENTARY,Fitbit App
2022-12-29T14:58:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T14:59:00Z,SEDENTARY,Fitbit App
2022-12-29T15:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:01:00Z,SEDENTARY,Fitbit App
2022-12-29T15:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:03:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:04:00Z,SEDENTARY,Fitbit App
2022-12-29T15:05:00Z,SEDENTARY,Fitbit App
2022-12-29T15:07:00Z,SEDENTARY,Fitbit App
2022-12-29T15:09:00Z,SEDENTARY,Fitbit App
2022-12-29T15:11:00Z,SEDENTARY,Fitbit App
2022-12-29T15:12:00Z,SEDENTARY,Fitbit App
2022-12-29T15:13:00Z,SEDENTARY,Fitbit App
2022-12-29T15:14:00Z,SEDENTARY,Fitbit App
2022-12-29T15:15:00Z,SEDENTARY,Fitbit App
2022-12-29T15:16:00Z,SEDENTARY,Fitbit App
2022-12-29T15:18:00Z,SEDENTARY,Fitbit App
2022-12-29T15:19:00Z,SEDENTARY,Fitbit App
2022-12-29T15:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:21:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:22:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T15:23:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T15:24:00Z,SEDENTARY,Fitbit App
2022-12-29T15:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:27:00Z,SEDENTARY,Fitbit App
2022-12-29T15:30:00Z,SEDENTARY,Fitbit App
2022-12-29T15:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:33:00Z,SEDENTARY,Fitbit App
2022-12-29T15:34:00Z,SEDENTARY,Fitbit App
2022-12-29T15:42:00Z,SEDENTARY,Fitbit App
2022-12-29T15:43:00Z,SEDENTARY,Fitbit App
2022-12-29T15:44:00Z,SEDENTARY,Fitbit App
2022-12-29T15:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:47:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:48:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:49:00Z,SEDENTARY,Fitbit App
2022-12-29T15:50:00Z,SEDENTARY,Fitbit App
2022-12-29T15:51:00Z,SEDENTARY,Fitbit App
2022-12-29T15:52:00Z,SEDENTARY,Fitbit App
2022-12-29T15:53:00Z,SEDENTARY,Fitbit App
2022-12-29T15:54:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:56:00Z,SEDENTARY,Fitbit App
2022-12-29T15:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T15:58:00Z,SEDENTARY,Fitbit App
2022-12-29T15:59:00Z,SEDENTARY,Fitbit App
2022-12-29T16:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:01:00Z,SEDENTARY,Fitbit App
2022-12-29T16:02:00Z,SEDENTARY,Fitbit App
2022-12-29T16:03:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:04:00Z,SEDENTARY,Fitbit App
2022-12-29T16:05:00Z,SEDENTARY,Fitbit App
2022-12-29T16:06:00Z,SEDENTARY,Fitbit App
2022-12-29T16:07:00Z,SEDENTARY,Fitbit App
2022-12-29T16:08:00Z,SEDENTARY,Fitbit App
2022-12-29T16:09:00Z,SEDENTARY,Fitbit App
2022-12-29T16:10:00Z,SEDENTARY,Fitbit App
2022-12-29T16:11:00Z,SEDENTARY,Fitbit App
2022-12-29T16:12:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:13:00Z,SEDENTARY,Fitbit App
2022-12-29T16:14:00Z,SEDENTARY,Fitbit App
2022-12-29T16:15:00Z,SEDENTARY,Fitbit App
2022-12-29T16:16:00Z,SEDENTARY,Fitbit App
2022-12-29T16:17:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:18:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:20:00Z,SEDENTARY,Fitbit App
2022-12-29T16:21:00Z,SEDENTARY,Fitbit App
2022-12-29T16:22:00Z,SEDENTARY,Fitbit App
2022-12-29T16:23:00Z,SEDENTARY,Fitbit App
2022-12-29T16:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:25:00Z,SEDENTARY,Fitbit App
2022-12-29T16:26:00Z,SEDENTARY,Fitbit App
2022-12-29T16:27:00Z,SEDENTARY,Fitbit App
2022-12-29T16:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:29:00Z,SEDENTARY,Fitbit App
2022-12-29T16:30:00Z,SEDENTARY,Fitbit App
2022-12-29T16:31:00Z,SEDENTARY,Fitbit App
2022-12-29T16:32:00Z,SEDENTARY,Fitbit App
2022-12-29T16:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:34:00Z,SEDENTARY,Fitbit App
2022-12-29T16:35:00Z,SEDENTARY,Fitbit App
2022-12-29T16:36:00Z,SEDENTARY,Fitbit App
2022-12-29T16:37:00Z,SEDENTARY,Fitbit App
2022-12-29T16:38:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:39:00Z,SEDENTARY,Fitbit App
2022-12-29T16:40:00Z,SEDENTARY,Fitbit App
2022-12-29T16:41:00Z,SEDENTARY,Fitbit App
2022-12-29T16:42:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T16:43:00Z,SEDENTARY,Fitbit App
2022-12-29T16:44:00Z,SEDENTARY,Fitbit App
2022-12-29T16:47:00Z,SEDENTARY,Fitbit App
2022-12-29T16:48:00Z,SEDENTARY,Fitbit App
2022-12-29T16:49:00Z,SEDENTARY,Fitbit App
2022-12-29T16:50:00Z,SEDENTARY,Fitbit App
2022-12-29T16:51:00Z,SEDENTARY,Fitbit App
2022-12-29T16:52:00Z,SEDENTARY,Fitbit App
2022-12-29T16:53:00Z,SEDENTARY,Fitbit App
2022-12-29T16:54:00Z,SEDENTARY,Fitbit App
2022-12-29T16:55:00Z,SEDENTARY,Fitbit App
2022-12-29T16:56:00Z,SEDENTARY,Fitbit App
2022-12-29T16:57:00Z,SEDENTARY,Fitbit App
2022-12-29T16:58:00Z,SEDENTARY,Fitbit App
2022-12-29T16:59:00Z,SEDENTARY,Fitbit App
2022-12-29T17:00:00Z,SEDENTARY,Fitbit App
2022-12-29T17:01:00Z,SEDENTARY,Fitbit App
2022-12-29T17:02:00Z,SEDENTARY,Fitbit App
2022-12-29T17:03:00Z,SEDENTARY,Fitbit App
2022-12-29T17:04:00Z,SEDENTARY,Fitbit App
2022-12-29T17:05:00Z,SEDENTARY,Fitbit App
2022-12-29T17:06:00Z,SEDENTARY,Fitbit App
2022-12-29T17:07:00Z,SEDENTARY,Fitbit App
2022-12-29T17:08:00Z,SEDENTARY,Fitbit App
2022-12-29T17:09:00Z,SEDENTARY,Fitbit App
2022-12-29T17:10:00Z,SEDENTARY,Fitbit App
2022-12-29T17:11:00Z,SEDENTARY,Fitbit App
2022-12-29T17:12:00Z,SEDENTARY,Fitbit App
2022-12-29T17:13:00Z,SEDENTARY,Fitbit App
2022-12-29T17:14:00Z,SEDENTARY,Fitbit App
2022-12-29T17:15:00Z,SEDENTARY,Fitbit App
2022-12-29T17:16:00Z,SEDENTARY,Fitbit App
2022-12-29T17:17:00Z,SEDENTARY,Fitbit App
2022-12-29T17:18:00Z,SEDENTARY,Fitbit App
2022-12-29T17:19:00Z,SEDENTARY,Fitbit App
2022-12-29T17:20:00Z,SEDENTARY,Fitbit App
2022-12-29T17:21:00Z,SEDENTARY,Fitbit App
2022-12-29T17:22:00Z,SEDENTARY,Fitbit App
2022-12-29T17:23:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:25:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T17:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:29:00Z,SEDENTARY,Fitbit App
2022-12-29T17:30:00Z,SEDENTARY,Fitbit App
2022-12-29T17:31:00Z,SEDENTARY,Fitbit App
2022-12-29T17:32:00Z,SEDENTARY,Fitbit App
2022-12-29T17:33:00Z,SEDENTARY,Fitbit App
2022-12-29T17:34:00Z,SEDENTARY,Fitbit App
2022-12-29T17:35:00Z,SEDENTARY,Fitbit App
2022-12-29T17:36:00Z,SEDENTARY,Fitbit App
2022-12-29T17:37:00Z,SEDENTARY,Fitbit App
2022-12-29T17:38:00Z,SEDENTARY,Fitbit App
2022-12-29T17:39:00Z,SEDENTARY,Fitbit App
2022-12-29T17:40:00Z,SEDENTARY,Fitbit App
2022-12-29T17:41:00Z,SEDENTARY,Fitbit App
2022-12-29T17:42:00Z,SEDENTARY,Fitbit App
2022-12-29T17:43:00Z,SEDENTARY,Fitbit App
2022-12-29T17:44:00Z,SEDENTARY,Fitbit App
2022-12-29T17:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:46:00Z,SEDENTARY,Fitbit App
2022-12-29T17:47:00Z,SEDENTARY,Fitbit App
2022-12-29T17:48:00Z,SEDENTARY,Fitbit App
2022-12-29T17:49:00Z,SEDENTARY,Fitbit App
2022-12-29T17:50:00Z,SEDENTARY,Fitbit App
2022-12-29T17:51:00Z,SEDENTARY,Fitbit App
2022-12-29T17:52:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:53:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T17:54:00Z,SEDENTARY,Fitbit App
2022-12-29T17:55:00Z,SEDENTARY,Fitbit App
2022-12-29T17:56:00Z,SEDENTARY,Fitbit App
2022-12-29T17:57:00Z,SEDENTARY,Fitbit App
2022-12-29T17:58:00Z,SEDENTARY,Fitbit App
2022-12-29T17:59:00Z,SEDENTARY,Fitbit App
2022-12-29T18:00:00Z,SEDENTARY,Fitbit App
2022-12-29T18:01:00Z,SEDENTARY,Fitbit App
2022-12-29T18:02:00Z,SEDENTARY,Fitbit App
2022-12-29T18:03:00Z,SEDENTARY,Fitbit App
2022-12-29T18:04:00Z,SEDENTARY,Fitbit App
2022-12-29T18:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:06:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:07:00Z,SEDENTARY,Fitbit App
2022-12-29T18:08:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:10:00Z,SEDENTARY,Fitbit App
2022-12-29T18:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:12:00Z,SEDENTARY,Fitbit App
2022-12-29T18:13:00Z,SEDENTARY,Fitbit App
2022-12-29T18:14:00Z,SEDENTARY,Fitbit App
2022-12-29T18:15:00Z,SEDENTARY,Fitbit App
2022-12-29T18:16:00Z,SEDENTARY,Fitbit App
2022-12-29T18:17:00Z,SEDENTARY,Fitbit App
2022-12-29T18:18:00Z,SEDENTARY,Fitbit App
2022-12-29T18:19:00Z,SEDENTARY,Fitbit App
2022-12-29T18:20:00Z,SEDENTARY,Fitbit App
2022-12-29T18:21:00Z,SEDENTARY,Fitbit App
2022-12-29T18:22:00Z,SEDENTARY,Fitbit App
2022-12-29T18:23:00Z,SEDENTARY,Fitbit App
2022-12-29T18:24:00Z,SEDENTARY,Fitbit App
2022-12-29T18:25:00Z,SEDENTARY,Fitbit App
2022-12-29T18:26:00Z,SEDENTARY,Fitbit App
2022-12-29T18:27:00Z,SEDENTARY,Fitbit App
2022-12-29T18:28:00Z,SEDENTARY,Fitbit App
2022-12-29T18:29:00Z,SEDENTARY,Fitbit App
2022-12-29T18:30:00Z,SEDENTARY,Fitbit App
2022-12-29T18:31:00Z,SEDENTARY,Fitbit App
2022-12-29T18:32:00Z,SEDENTARY,Fitbit App
2022-12-29T18:33:00Z,SEDENTARY,Fitbit App
2022-12-29T18:34:00Z,SEDENTARY,Fitbit App
2022-12-29T18:35:00Z,SEDENTARY,Fitbit App
2022-12-29T18:36:00Z,SEDENTARY,Fitbit App
2022-12-29T18:37:00Z,SEDENTARY,Fitbit App
2022-12-29T18:38:00Z,SEDENTARY,Fitbit App
2022-12-29T18:39:00Z,SEDENTARY,Fitbit App
2022-12-29T18:40:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:41:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:42:00Z,SEDENTARY,Fitbit App
2022-12-29T18:43:00Z,SEDENTARY,Fitbit App
2022-12-29T18:44:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:46:00Z,SEDENTARY,Fitbit App
2022-12-29T18:47:00Z,SEDENTARY,Fitbit App
2022-12-29T18:48:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:49:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T18:50:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T18:51:00Z,SEDENTARY,Fitbit App
2022-12-29T18:52:00Z,SEDENTARY,Fitbit App
2022-12-29T18:53:00Z,SEDENTARY,Fitbit App
2022-12-29T18:54:00Z,SEDENTARY,Fitbit App
2022-12-29T18:55:00Z,SEDENTARY,Fitbit App
2022-12-29T18:56:00Z,SEDENTARY,Fitbit App
2022-12-29T18:57:00Z,SEDENTARY,Fitbit App
2022-12-29T18:58:00Z,SEDENTARY,Fitbit App
2022-12-29T18:59:00Z,SEDENTARY,Fitbit App
2022-12-29T19:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T19:01:00Z,SEDENTARY,Fitbit App
2022-12-29T19:02:00Z,SEDENTARY,Fitbit App
2022-12-29T19:03:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T19:04:00Z,SEDENTARY,Fitbit App
2022-12-29T19:05:00Z,SEDENTARY,Fitbit App
2022-12-29T19:06:00Z,SEDENTARY,Fitbit App
2022-12-29T19:07:00Z,SEDENTARY,Fitbit App
2022-12-29T19:08:00Z,SEDENTARY,Fitbit App
2022-12-29T19:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T19:10:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T19:11:00Z,SEDENTARY,Fitbit App
2022-12-29T19:12:00Z,SEDENTARY,Fitbit App
2022-12-29T19:13:00Z,SEDENTARY,Fitbit App
2022-12-29T19:14:00Z,SEDENTARY,Fitbit App
2022-12-29T19:15:00Z,SEDENTARY,Fitbit App
2022-12-29T19:16:00Z,SEDENTARY,Fitbit App
2022-12-29T19:17:00Z,SEDENTARY,Fitbit App
2022-12-29T19:18:00Z,SEDENTARY,Fitbit App
2022-12-29T19:19:00Z,SEDENTARY,Fitbit App
2022-12-29T19:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T19:21:00Z,SEDENTARY,Fitbit App
2022-12-29T19:22:00Z,SEDENTARY,Fitbit App
2022-12-29T19:23:00Z,SEDENTARY,Fitbit App
2022-12-29T19:24:00Z,SEDENTARY,Fitbit App
2022-12-29T19:25:00Z,SEDENTARY,Fitbit App
2022-12-29T19:26:00Z,SEDENTARY,Fitbit App
2022-12-29T19:27:00Z,SEDENTARY,Fitbit App
2022-12-29T19:28:00Z,SEDENTARY,Fitbit App
2022-12-29T19:29:00Z,SEDENTARY,Fitbit App
2022-12-29T19:30:00Z,SEDENTARY,Fitbit App
2022-12-29T19:31:00Z,SEDENTARY,Fitbit App
2022-12-29T19:32:00Z,SEDENTARY,Fitbit App
2022-12-29T19:33:00Z,SEDENTARY,Fitbit App
2022-12-29T19:34:00Z,SEDENTARY,Fitbit App
2022-12-29T19:35:00Z,SEDENTARY,Fitbit App
2022-12-29T19:36:00Z,SEDENTARY,Fitbit App
2022-12-29T19:37:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T19:38:00Z,SEDENTARY,Fitbit App
2022-12-29T19:39:00Z,SEDENTARY,Fitbit App
2022-12-29T19:40:00Z,SEDENTARY,Fitbit App
2022-12-29T19:41:00Z,SEDENTARY,Fitbit App
2022-12-29T19:42:00Z,SEDENTARY,Fitbit App
2022-12-29T19:43:00Z,SEDENTARY,Fitbit App
2022-12-29T19:44:00Z,SEDENTARY,Fitbit App
2022-12-29T19:45:00Z,SEDENTARY,Fitbit App
2022-12-29T19:46:00Z,SEDENTARY,Fitbit App
2022-12-29T19:47:00Z,SEDENTARY,Fitbit App
2022-12-29T19:48:00Z,SEDENTARY,Fitbit App
2022-12-29T19:49:00Z,SEDENTARY,Fitbit App
2022-12-29T19:50:00Z,SEDENTARY,Fitbit App
2022-12-29T19:51:00Z,SEDENTARY,Fitbit App
2022-12-29T19:52:00Z,SEDENTARY,Fitbit App
2022-12-29T19:53:00Z,SEDENTARY,Fitbit App
2022-12-29T19:54:00Z,SEDENTARY,Fitbit App
2022-12-29T19:55:00Z,SEDENTARY,Fitbit App
2022-12-29T19:56:00Z,SEDENTARY,Fitbit App
2022-12-29T19:57:00Z,SEDENTARY,Fitbit App
2022-12-29T19:58:00Z,SEDENTARY,Fitbit App
2022-12-29T19:59:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:01:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:02:00Z,SEDENTARY,Fitbit App
2022-12-29T20:03:00Z,SEDENTARY,Fitbit App
2022-12-29T20:04:00Z,SEDENTARY,Fitbit App
2022-12-29T20:05:00Z,SEDENTARY,Fitbit App
2022-12-29T20:06:00Z,SEDENTARY,Fitbit App
2022-12-29T20:07:00Z,SEDENTARY,Fitbit App
2022-12-29T20:08:00Z,SEDENTARY,Fitbit App
2022-12-29T20:09:00Z,SEDENTARY,Fitbit App
2022-12-29T20:10:00Z,SEDENTARY,Fitbit App
2022-12-29T20:11:00Z,SEDENTARY,Fitbit App
2022-12-29T20:12:00Z,SEDENTARY,Fitbit App
2022-12-29T20:13:00Z,SEDENTARY,Fitbit App
2022-12-29T20:14:00Z,SEDENTARY,Fitbit App
2022-12-29T20:15:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:16:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:17:00Z,SEDENTARY,Fitbit App
2022-12-29T20:18:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:20:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T20:21:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:22:00Z,SEDENTARY,Fitbit App
2022-12-29T20:23:00Z,SEDENTARY,Fitbit App
2022-12-29T20:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:27:00Z,SEDENTARY,Fitbit App
2022-12-29T20:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:32:00Z,MODERATELY_ACTIVE,Fitbit App
2022-12-29T20:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:34:00Z,SEDENTARY,Fitbit App
2022-12-29T20:38:00Z,SEDENTARY,Fitbit App
2022-12-29T20:39:00Z,SEDENTARY,Fitbit App
2022-12-29T20:40:00Z,SEDENTARY,Fitbit App
2022-12-29T20:41:00Z,SEDENTARY,Fitbit App
2022-12-29T20:42:00Z,SEDENTARY,Fitbit App
2022-12-29T20:43:00Z,SEDENTARY,Fitbit App
2022-12-29T20:44:00Z,SEDENTARY,Fitbit App
2022-12-29T20:45:00Z,SEDENTARY,Fitbit App
2022-12-29T20:46:00Z,SEDENTARY,Fitbit App
2022-12-29T20:47:00Z,SEDENTARY,Fitbit App
2022-12-29T20:48:00Z,SEDENTARY,Fitbit App
2022-12-29T20:49:00Z,SEDENTARY,Fitbit App
2022-12-29T20:51:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:52:00Z,SEDENTARY,Fitbit App
2022-12-29T20:53:00Z,SEDENTARY,Fitbit App
2022-12-29T20:54:00Z,SEDENTARY,Fitbit App
2022-12-29T20:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:56:00Z,SEDENTARY,Fitbit App
2022-12-29T20:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T20:58:00Z,SEDENTARY,Fitbit App
2022-12-29T20:59:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T21:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T21:01:00Z,SEDENTARY,Fitbit App
2022-12-29T21:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-12-29T21:03:00Z,SEDENTARY,Fitbit App
2022-12-29T21:04:00Z,SEDENTARY,Fitbit App
